matrix_key,source_section,orfogrammka_id,title,entry_type,parent_path,depth,source_url,status,executable,rule_ids,requires,eligible_now,reason
orthography_group_pravila_upotrebleniya_bukv,orthography,,Правила употребления букв,group,[],1,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_upotrebleniya_bukv_obschie_pravila,orthography,,Общие правила,group,"[""Правила употребления букв""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_upotrebleniya_bukv_obschie_pravila_glasnye_ne_posle_shipyaschih_i_ts,orthography,,Гласные не после шипящих и «ц»,group,"[""Правила употребления букв"", ""Общие правила""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_1_1_1,orthography,1.1.1.1,"Буквы «а» — «я», «у» — «ю»",leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные не после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_а_я_у_ю/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_1_2,orthography,1.1.1.2,Буква «о»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные не после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_о/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_1_3,orthography,1.1.1.3,Буква «ё»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные не после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_ё/,disabled,false,"[""yo_e_candidate""]","[""dictionary"", ""model""]",false,disabled
orthography_1_1_1_4,orthography,1.1.1.4,Буквы «э» — «е»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные не после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_е_э/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_1_5,orthography,1.1.1.5,Буква «и»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные не после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_и/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_1_6,orthography,1.1.1.6,Буква «ы»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные не после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_ы/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_obschie_pravila_glasnye_posle_shipyaschih_i_ts,orthography,,Гласные после шипящих и «ц»,group,"[""Правила употребления букв"", ""Общие правила""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_1_2_1,orthography,1.1.2.1,"Буквы «а», «у»",leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_а_у/,implemented,true,"[""pattern_чя_ча"", ""pattern_щя_ща"", ""pattern_чю_чу"", ""pattern_щю_щу""]","[""dictionary""]",true,eligible_candidate_backed
orthography_1_1_2_2,orthography,1.1.2.2,"Буквы «и», «ы»",leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_и_ы/,implemented,true,"[""pattern_жы_жи"", ""pattern_шы_ши"", ""pattern_цы_ци"", ""cy_exception""]","[""dictionary""]",true,eligible_candidate_backed
orthography_1_1_2_3,orthography,1.1.2.3,Буква «е» на месте ударной гласной,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_е_на_месте_ударной_гласной/,partial,true,"[""pattern_жо_же"", ""pattern_шо_ше"", ""pattern_чо_че"", ""pattern_що_ще""]","[""dictionary""]",true,eligible_but_needs_more_training
orthography_1_1_2_4,orthography,1.1.2.4,Буква «о» на месте ударной гласной,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_о_на_месте_ударной_гласной/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_2_5,orthography,1.1.2.5,Буква «ё» на месте ударной гласной,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буква_ё_на_месте_ударной_гласной/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_2_6,orthography,1.1.2.6,"Буквы «о», «е» на месте безударной гласной",leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_о_е_на_месте_безударной_гласной/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_2_7,orthography,1.1.2.7,Буквы «о» и «е» после «ц»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_о_е_после_ц/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_2_8,orthography,1.1.2.8,Буква «э» после шипящих и «ц»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Гласные после шипящих и «ц»""]",4,https://orfogrammka.ru/орфография/буквы_э_после_шипящих_и_ц/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_3,orthography,1.1.3,Буква «й»,leaf_rule,"[""Правила употребления букв"", ""Общие правила""]",3,https://orfogrammka.ru/орфография/буква_й/,planned,false,[],[],false,planned
orthography_group_pravila_upotrebleniya_bukv_obschie_pravila_bukvy_i,orthography,,Буквы «ъ» и «ь»,group,"[""Правила употребления букв"", ""Общие правила""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_1_4_1,orthography,1.1.4.1,Разделительные «ъ» и «ь»,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Буквы «ъ» и «ь»""]",4,https://orfogrammka.ru/орфография/разделительные_ъ_и_ь/,partial,true,"[""soft_to_hard_sign"", ""missing_hard_sign""]","[""dictionary""]",true,eligible_but_needs_more_training
orthography_1_1_4_2,orthography,1.1.4.2,Буква «ь» как знак мягкости согласного,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Буквы «ъ» и «ь»""]",4,https://orfogrammka.ru/орфография/буква_ь_как_знак_мягкости_согласного/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_1_4_3,orthography,1.1.4.3,Буква «ь» после шипящих в некоторых грамматических формах,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Буквы «ъ» и «ь»""]",4,https://orfogrammka.ru/орфография/буква_ь_после_шипящих_в_некоторых_грамматических_формах/,planned,false,[],[],false,planned
orthography_1_1_4_4,orthography,1.1.4.4,Буква «ь» не после шипящих в некоторых грамматических формах,leaf_rule,"[""Правила употребления букв"", ""Общие правила"", ""Буквы «ъ» и «ь»""]",4,https://orfogrammka.ru/орфография/буква_ь_не_после_шипящих_в_некоторых_грамматических_формах/,model_required,true,"[""tsya_soft_insert"", ""tsya_soft_delete""]","[""model"", ""morphology"", ""syntax""]",true,eligible_but_needs_threshold
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova,orthography,,Написание значимых частей слова,group,"[""Правила употребления букв""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_1,orthography,1.2.1,Безударные гласные в корнях,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/безударные_гласные_в_корнях/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_napisanie_otdelnyh_korney,orthography,,Написание отдельных корней,group,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_napisanie_otdelnyh_korney_korni_s_chereduyuschimisya_glasnymi,orthography,,Корни с чередующимися гласными,group,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Написание отдельных корней""]",4,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_2_1_1,orthography,1.2.2.1.1,Корни с буквами «а» и «о»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Написание отдельных корней"", ""Корни с чередующимися гласными""]",5,https://orfogrammka.ru/орфография/корни_с_буквами_а_и_о/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_2_1_2,orthography,1.2.2.1.2,Корни с буквами «и» и «е»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Написание отдельных корней"", ""Корни с чередующимися гласными""]",5,https://orfogrammka.ru/орфография/корни_с_буквами_и_и_е/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_2_2,orthography,1.2.2.2,Трудные случаи написания корневых гласных,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Написание отдельных корней""]",4,https://orfogrammka.ru/орфография/трудные_случаи_написания_корневых_гласных/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_bezudarnye_glasnye_v_pristavkah,orthography,,Безударные гласные в приставках,group,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_3_1,orthography,1.2.3.1,Написание букв на месте безударных гласных в приставках,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в приставках""]",4,https://orfogrammka.ru/орфография/написание_букв_на_месте_безударных_гласных/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_3_2,orthography,1.2.3.2,Приставки при- и пре-,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в приставках""]",4,https://orfogrammka.ru/орфография/правописание_приставок_при_и_пре/,model_required,true,"[""prefix_pre_pri""]","[""dictionary"", ""model""]",true,eligible_but_needs_threshold
orthography_1_2_3_3,orthography,1.2.3.3,Приставка раз- (рас-) / роз- (рос-),leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в приставках""]",4,https://orfogrammka.ru/орфография/приставок_раз_рас_роз_рос/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_3_4,orthography,1.2.3.4,Гласные на конце приставок и предлогов на безударный гласный,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в приставках""]",4,https://orfogrammka.ru/орфография/гласные_на_конце_приставок_и_предлогов_на_безударный_гласный/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_bezudarnye_glasnye_v_suffiksah,orthography,,Безударные гласные в суффиксах,group,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_4_1,orthography,1.2.4.1,Суффиксы с проверяемыми безударными гласными,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах""]",4,https://orfogrammka.ru/орфография/суффиксы_с_проверяемыми_безударными_гласными/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_2,orthography,1.2.4.2,Суффиксы с непроверяемыми безударными гласными,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах""]",4,https://orfogrammka.ru/орфография/суффиксы_с_непроверяемыми_безударными_гласными/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_3,orthography,1.2.4.3,"Гласный на конце основы в существительных на «-ий», «-ия», «-ие»",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах""]",4,https://orfogrammka.ru/орфография/гласный_на_конце_основы_в_существительных_на_ий_ия_ие/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_bezudarnye_glasnye_v_suffiksah_osobennosti_napisaniya_otdelnyh_suffiksov,orthography,,Особенности написания отдельных суффиксов,group,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах""]",4,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_4_4_1,orthography,1.2.4.4.1,"Суффиксы -енн, -ян",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_енн_ян/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_2,orthography,1.2.4.4.2,"Суффиксы -ев, -ив, -лив, -чив",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ев_ив_лив_чив/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_3,orthography,1.2.4.4.3,"Суффиксы -еньк, -оньк",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/cуффиксы_еньк_оньк/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_4,orthography,1.2.4.4.4,"Суффиксы -очк , -ечк",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_очк_ечк/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_5,orthography,1.2.4.4.5,"Суффиксы -ачий (-ячий), -ечий, -ичий",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ачий_ячий_ечий_ичий/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_6,orthography,1.2.4.4.6,"Суффиксы -ек, -ик",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ек_ик/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_7,orthography,1.2.4.4.7,"Суффиксы -инк, -енк, -анк (-янк)",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_инк_енк_анк_янк/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_8,orthography,1.2.4.4.8,"Суффиксы -иц, -ец",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_иц_ец/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_9,orthography,1.2.4.4.9,Суффикс -(м)ен,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффикс_ен/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_10,orthography,1.2.4.4.10,"Суффиксы -ышк , -ышек, -ешек и -ушк (-юшк), -ушек",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ышк_ышек_ешек_ушк_юшк_ушек/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_11,orthography,1.2.4.4.11,"Суффиксы -инск , -енск",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_инск_енск/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_12,orthography,1.2.4.4.12,"Суффиксы -ошн, -ашн, -ешн, -ишн",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ошн_ашн_ешн_ишн/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_13,orthography,1.2.4.4.13,"Суффиксы -ив, -ев",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ив_ев/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_14,orthography,1.2.4.4.14,"Суффиксы -ущ (-ющ), -ащ (-ящ)",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ущ_ющ_ащ_ящ/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_15,orthography,1.2.4.4.15,"Суффиксы -ем, -им, -емость, -имость",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_ем_им_емость_имость/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_16,orthography,1.2.4.4.16,Суффиксы -анн (-янн) и -ан (-ян); -енн и -ен,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_анн_янн_ан_ян_енн_и_ен/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_17,orthography,1.2.4.4.17,"Особенности написания суффиксов -ыва (-ива), -ова (-ева)",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/особенности_написания_суффиксов_ыва_ива_ова_ева/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_18,orthography,1.2.4.4.18,Суффикс -ва,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффикс_ва/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_4_4_19,orthography,1.2.4.4.19,"Суффиксы -е(ть), -и(ть), -ене(ть), -ени(ть)",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в суффиксах"", ""Особенности написания отдельных суффиксов""]",5,https://orfogrammka.ru/орфография/суффиксы_еть_ить_енеть_енить/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_5,orthography,1.2.5,Беглые гласные в корнях и суффиксах существительных и прилагательных,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/беглые_гласные_в_корнях_и_суффиксах_имен_существительных_и_прилагательных/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_6,orthography,1.2.6,Соединительные гласные,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/соединительные_гласные/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_bezudarnye_glasnye_v_padezhnyh_okonchaniyah,orthography,,Безударные гласные в падежных окончаниях,group,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_7_1,orthography,1.2.7.1,Написание букв в окончаниях по формам слов с тем же окончанием,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в падежных окончаниях""]",4,https://orfogrammka.ru/орфография/написание_букв_в_окончаниях_по_формам_слов_с_тем_же_окончанием/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_1_2_7_2,orthography,1.2.7.2,"Написание в форме им. п. ед. ч. муж. рода прилагательных / слов, склоняющихся как прилагательные",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в падежных окончаниях""]",4,https://orfogrammka.ru/орфография/написание_в_форме_им_п_ед_ч_муж_рода_прилагательных_слов_склоняющихся_как_прилагательные/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_1_2_7_3,orthography,1.2.7.3,"Окончания, содержащие гласные, не проверяемые ударной позицией",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в падежных окончаниях""]",4,https://orfogrammka.ru/орфография/окончания_содержащие_гласные_не_проверяемые_ударной_позицией/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_1_2_7_4,orthography,1.2.7.4,Безударные окончания у существительных с некоторыми суффиксами,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в падежных окончаниях""]",4,https://orfogrammka.ru/орфография/безударные_окончания_у_существительных_с_некоторыми_суффиксами/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_1_2_7_5,orthography,1.2.7.5,"Падежные формы существительных на -ий, -ие, -ия",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в падежных окончаниях""]",4,"https://orfogrammka.ru/орфография/Падежные_формы_существительных_на_-ий,_-ие,_-ия/",syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_1_2_7_6,orthography,1.2.7.6,"Предлоги «в», «на», «по» с существительными на -ие, -ии",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в падежных окончаниях""]",4,https://orfogrammka.ru/орфография/предлоги_в_на_по_с_существительными_на_ие_ии/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_bezudarnye_glasnye_v_glagolnyh_formah,orthography,,Безударные гласные в глагольных формах,group,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_8_1,orthography,1.2.8.1,Гласные в глагольных окончаниях,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в глагольных формах""]",4,https://orfogrammka.ru/орфография/гласные_в_глагольных_окончаниях/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_2_8_2,orthography,1.2.8.2,Гласные в инфинитиве перед -ть,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Безударные гласные в глагольных формах""]",4,https://orfogrammka.ru/орфография/гласные_в_инфинитиве_перед_ть/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_bukv_napisanie_znachimyh_chastey_slova_chastitsy_ne_i_ni,orthography,,Частицы не и ни,group,"[""Правила употребления букв"", ""Написание значимых частей слова""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_1_2_9_1,orthography,1.2.9.1,Одиночная частица «ни» перед словами «один» и «единый»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/одиночная_частица_ни_перед_словами_один_и_единый/,planned,false,[],[],false,planned
orthography_1_2_9_2,orthography,1.2.9.2,Частица «ни» в союзе «ни... ни»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/частица_ни_в_союзе_ни_ни/,planned,false,[],[],false,planned
orthography_1_2_9_5,orthography,1.2.9.5,Уступительные придаточные с частицей «ни»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/уступительные_придаточные_с_частицей_ни/,planned,false,[],[],false,planned
orthography_1_2_9_6,orthography,1.2.9.6,"Конструкции «не кто иной», «не что иное»",leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/конструкции_не_кто_иной_как_и_не_что_иное_как/,planned,false,[],[],false,planned
orthography_1_2_9_7,orthography,1.2.9.7,Частица «не» в устойчивых сочетаниях,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/частица_не_в_устойчивых_сочетаниях/,planned,false,[],[],false,planned
orthography_1_2_9_8,orthography,1.2.9.8,Частица «ни» в устойчивых сочетаниях,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/частица_ни_в_устойчивых_сочетаниях/,model_required,true,"[""ni_stable_expression""]","[""model"", ""morphology"", ""syntax""]",true,eligible_but_needs_threshold
orthography_1_2_9_9,orthography,1.2.9.9,Основное употребление частицы «ни»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/основное_употребление_частицы_ни/,planned,false,[],[],false,planned
orthography_1_2_9_10,orthography,1.2.9.10,Основное употребление частицы «не»,leaf_rule,"[""Правила употребления букв"", ""Написание значимых частей слова"", ""Частицы не и ни""]",4,https://orfogrammka.ru/орфография/основное_употребление_частицы_не/,planned,false,[],[],false,planned
orthography_group_pravila_upotrebleniya_bukv_pravopisanie_soglasnyh,orthography,,Правописание согласных,group,"[""Правила употребления букв""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_upotrebleniya_bukv_pravopisanie_soglasnyh_gluhie_i_zvonkie_soglasnye,orthography,,Глухие и звонкие согласные,group,"[""Правила употребления букв"", ""Правописание согласных""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
