pass_index,rule_id,threshold_key,current_threshold,candidate_threshold,exact_match,dirty_improved_rate,dirty_worse_rate,clean_overcorrection_rate,edit_precision,edit_recall,edit_f1,spelling_precision,spelling_recall,spelling_f1,punctuation_precision,punctuation_recall,punctuation_f1,clean_exact_match,clean_dirty_improved_rate,clean_dirty_worse_rate,clean_clean_overcorrection_rate,clean_edit_precision,clean_edit_recall,clean_edit_f1,clean_spelling_precision,clean_spelling_recall,clean_spelling_f1,clean_punctuation_precision,clean_punctuation_recall,clean_punctuation_f1,synthetic_exact_match,synthetic_dirty_improved_rate,synthetic_dirty_worse_rate,synthetic_clean_overcorrection_rate,synthetic_edit_precision,synthetic_edit_recall,synthetic_edit_f1,synthetic_spelling_precision,synthetic_spelling_recall,synthetic_spelling_f1,synthetic_punctuation_precision,synthetic_punctuation_recall,synthetic_punctuation_f1,real_exact_match,real_dirty_improved_rate,real_dirty_worse_rate,real_clean_overcorrection_rate,real_edit_precision,real_edit_recall,real_edit_f1,real_spelling_precision,real_spelling_recall,real_spelling_f1,real_punctuation_precision,real_punctuation_recall,real_punctuation_f1,clean_false_positives,synthetic_true_positives,real_true_positives,passes_safety_caps
1,subject_predicate_dash,subject_predicate_dash_threshold,0.9999,0.99,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,104,0,True
1,subject_predicate_dash,subject_predicate_dash_threshold,0.9999,0.992,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,104,0,True
1,subject_predicate_dash,subject_predicate_dash_threshold,0.9999,0.994,0.4364,0.23945945945945946,0.0002702702702702703,0.0,0.9988726042841037,0.18996569468267582,0.3192217618447127,0.0,0.0,0.0,0.9988726042841037,0.5832784726793944,0.7364921030756443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24398340248962655,0.24398340248962655,0.0,0.0,1.0,0.20132389865327552,0.3351700551016531,0.0,0.0,0.0,1.0,0.6368231046931407,0.7781208645787384,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,49,0,True
1,subject_predicate_dash,subject_predicate_dash_threshold,0.9999,0.996,0.4266,0.2262162162162162,0.0002702702702702703,0.0,0.9988066825775657,0.1794596912521441,0.3042529989094875,0.0,0.0,0.0,0.9988066825775657,0.5510204081632653,0.7102248621128552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23042876901798062,0.23042876901798062,0.0,0.0,1.0,0.19013923761698243,0.31952435749904107,0.0,0.0,0.0,1.0,0.6014440433212996,0.751127141568981,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
1,subject_predicate_dash,subject_predicate_dash_threshold,0.9999,0.9999,0.4266,0.2262162162162162,0.0002702702702702703,0.0,0.9988066825775657,0.1794596912521441,0.3042529989094875,0.0,0.0,0.0,0.9988066825775657,0.5510204081632653,0.7102248621128552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23042876901798062,0.23042876901798062,0.0,0.0,1.0,0.19013923761698243,0.31952435749904107,0.0,0.0,0.0,1.0,0.6014440433212996,0.751127141568981,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
1,direct_speech_colon,direct_speech_colon_threshold,0.995,0.9,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
1,direct_speech_colon,direct_speech_colon_threshold,0.995,0.91,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
1,direct_speech_colon,direct_speech_colon_threshold,0.995,0.92,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
1,direct_speech_colon,direct_speech_colon_threshold,0.995,0.94,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
1,direct_speech_colon,direct_speech_colon_threshold,0.995,0.995,0.4474,0.25432432432432434,0.0002702702702702703,0.0,0.9989384288747346,0.2017581475128645,0.33571173742418836,0.0,0.0,0.0,0.9989384288747346,0.619486504279131,0.7647297846403901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591977869986169,0.2591977869986169,0.0,0.0,1.0,0.21387811002054324,0.35238811583301993,0.0,0.0,0.0,1.0,0.6765342960288808,0.8070628768303187,0.0,0.047058823529411764,0.011764705882352941,0.0,0.8,0.014134275618374558,0.02777777777777778,0.0,0.0,0.0,0.8,0.029850746268656716,0.05755395683453237,0,0,0,True
