row_index,split,source_length_chars,source_length_tokens,total_ms,candidate_generation_ms,dictionary_candidate_ms,punctuation_candidate_ms,syntax_ms,diff_alignment_ms,tokenizer_encode_ms,replacement_encoding_ms,label_build_ms,candidate_count,dictionary_candidate_count,punctuation_candidate_count,keep_candidate_count,rule_ids,slow_reason
780,train,28,4,4.097435001312988,2.963756000099238,0.29392300348263234,0.15205400268314406,0.0017790007404983044,0.35512099930201657,0.13317100092535838,0.35887699777958915,0.28196099810884334,5,0,1,4,final_punctuation_default,diff_alignment
781,train,18,3,1.5526649985986296,0.7227970017993357,0.006227000994840637,0.12486500054365024,0.0012849995982833207,0.261990000581136,0.11211200035177171,0.24696400214452296,0.20484699780354276,4,0,1,3,final_punctuation_default,diff_alignment
782,train,59,8,6.940872000996023,5.053057000623085,0.7449419972545002,0.2308490002178587,0.0012849995982833207,0.6335229991236702,0.16243400023085997,0.623537998762913,0.4625869987648912,11,0,2,8,bracket_pair_balance|capitalization_sentence_start|final_punctuation_default,dictionary
783,train,62,6,5.257509001239669,3.620809002313763,0.5109289995743893,0.20316700101830065,0.0013839999155607074,0.5904179997742176,0.15946799976518378,0.4531939994194545,0.42343599852756597,7,0,1,6,final_punctuation_default,diff_alignment
784,train,103,14,7.300738998310408,4.0431579982396215,0.5817179917357862,0.3305040008854121,0.0013839999155607074,1.1739159999706317,0.25981599901570007,0.8983799998532049,0.9204270027112216,15,0,1,14,final_punctuation_default,diff_alignment
785,train,89,11,5.873138001334155,3.4094370021193754,0.5508719914359972,0.2751399988483172,0.0013839999155607074,0.8664479973958805,0.20919700182275847,0.764121999964118,0.6184949997987133,13,0,1,11,capitalization_sentence_start|final_punctuation_default,diff_alignment
786,train,39,5,9.00189799722284,7.5840839999727905,4.905944999336498,0.1829979992180597,0.0013839999155607074,0.4618940001819283,0.19436700313235633,0.414736001403071,0.3421700021135621,6,0,1,5,final_punctuation_default,dictionary
787,train,66,9,7.429460001731059,5.40649799950188,0.7217109996418003,0.233122002100572,0.0013839999155607074,0.7152840007620398,0.19575099940993823,0.6346110021695495,0.4724729988083709,10,0,1,9,final_punctuation_default,dictionary
788,train,98,15,20.55064199885237,17.457472000387497,8.312219997606007,0.35423100052867085,0.0016810008673928678,1.1609639987000264,0.21414000002550893,0.9358509996673092,0.7752949968562461,16,2,1,15,final_punctuation_default|keyboard_typo_candidate,dictionary
789,train,147,20,76.70007300112047,72.44860799983144,62.72826399799669,0.5224000015005004,0.01067700213752687,1.6676439990988001,0.2874979982152581,0.9800429979804903,1.3075809984002262,16,6,1,20,capitalization_sentence_start|dictionary_fuzzy|double_consonant_candidate|final_punctuation_default|keyboard_typo_candidate|ne_participle,dictionary
790,train,58,7,8.45478300107061,6.439036998926895,3.796095999859972,0.25981599901570007,0.0016800004232209176,0.6368850008584559,0.22076399909565225,0.7223030006571207,0.42966400360455737,10,2,1,7,dictionary_fuzzy|final_punctuation_default|keyboard_typo_candidate,dictionary
791,train,46,5,3.7042500007373746,2.103241000440903,0.2957050019176677,0.261990000581136,0.001481999788666144,0.5296169983921573,0.1665859999775421,0.5071750019851606,0.3918000002158806,7,0,1,5,capitalization_sentence_start|final_punctuation_default,diff_alignment
