row_index,split,source_length_chars,source_length_tokens,total_ms,candidate_generation_ms,dictionary_candidate_ms,punctuation_candidate_ms,syntax_ms,diff_alignment_ms,tokenizer_encode_ms,replacement_encoding_ms,label_build_ms,candidate_count,dictionary_candidate_count,punctuation_candidate_count,keep_candidate_count,rule_ids,slow_reason
46,test,190,27,59.49380000674864,49.48339999828022,28.15210001426749,0.8524999939254485,0.0011000010999850929,4.473299995879643,0.5472000048030168,2.1071000010124408,2.8742999929818325,16,2,1,27,context_tak_zhe|final_punctuation_default|missing_letter_candidate|n_nn_short_form,dictionary
47,test,277,40,80.84209999651648,69.80400000611553,42.28750000766013,1.0750000001280569,0.0013999961083754897,5.72680000186665,0.6377999961841851,2.1341999963624403,2.530799996748101,16,2,0,40,dictionary_fuzzy|missing_letter_candidate,dictionary
48,test,239,33,105.54540000157431,95.71870000218041,60.24999998771818,0.9587000022293068,0.0017999991541728377,4.976599993824493,0.5650000020978041,2.187899997807108,2.0885000049020164,16,2,0,33,context_tak_zhe|dictionary_fuzzy|missing_letter_candidate,dictionary
49,test,209,20,93.83689999958733,86.02059999975609,67.35830001707654,0.7323000027099624,0.001600004907231778,3.4451999963494018,0.5319999982020818,2.2679000030620955,1.5591999981552362,16,1,0,20,keyboard_typo_candidate|n_nn_short_form,dictionary
50,test,29,5,68.52630000503268,65.60040000476874,61.618899992026854,0.3808999972534366,0.001500004145782441,0.850600001285784,0.23830000282032415,1.2838000038755126,0.5451999968499877,9,1,3,5,comma_subordinate|missing_letter_candidate|subject_predicate_dash,dictionary
51,test,35,6,33.20269999676384,29.497100003936794,23.33330000692513,0.28309999470366165,0.001400003384333104,1.5327000000979751,0.2705000006244518,1.3102000011713244,0.5843999970238656,9,2,0,6,capitalization_sentence_start|double_consonant_candidate|keyboard_typo_candidate,dictionary
52,test,80,15,19.98079999611946,13.649799999257084,4.611300006217789,0.4685000021709129,0.0013000026228837669,2.5557999979355372,0.33880000410135835,2.0963999995728955,1.3316999975359067,16,2,0,15,capitalization_sentence_start|keyboard_typo_candidate|n_nn_short_form|swapped_letters_candidate,dictionary
53,test,78,13,15.543100002105348,10.068000003229827,1.9389000226510689,0.4402999984449707,0.0013000026228837669,2.0043999975314364,0.3376000022399239,1.833099995565135,1.2935000049765222,14,1,0,13,keyboard_typo_candidate,diff_alignment
54,test,88,16,56.875800000852905,50.59430000255816,38.808100020105485,0.5151000004843809,0.0011999945854768157,2.408200001809746,0.37770000199088827,2.1208000034675933,1.365000003715977,16,2,0,16,extra_letter_candidate|missing_letter_candidate,dictionary
55,test,67,8,60.26759999804199,56.27400000230409,50.184600011562,0.34420000156387687,0.0013000026228837669,1.3469999976223335,0.31489999673794955,1.5111000029719435,0.8128999979817308,10,2,0,8,dictionary_fuzzy|missing_letter_candidate,dictionary
56,test,99,14,34.16970000398578,27.86769999511307,15.933999973640312,0.5333000008249655,0.001400003384333104,2.2634000051766634,0.36019999970449135,2.120700002706144,1.549299995531328,16,1,1,14,comma_subordinate|keyboard_typo_candidate,dictionary
57,test,63,10,66.27190000290284,61.47019999480108,53.32389998511644,0.4105000043637119,0.0013999961083754897,1.6273000001092441,0.3010000000358559,1.7885000052046962,1.0766000050352886,13,2,1,10,comma_subordinate|dictionary_fuzzy|missing_letter_candidate,dictionary
58,test,28,5,46.56550000072457,43.78369999903953,39.544400009617675,0.27350000164005905,0.0013000026228837669,0.9124999996856786,0.26819999766303226,1.0633999991114251,0.5296000017551705,7,1,0,5,capitalization_sentence_start|keyboard_typo_candidate,dictionary
59,test,66,10,64.61529999796767,59.791100000438746,50.91780000657309,0.4076999975950457,0.0016999983927235007,1.5905999971437268,0.4307999988668598,1.8419000043650158,0.9519000013824552,13,2,0,10,capitalization_sentence_start|dictionary_fuzzy|keyboard_typo_candidate,dictionary
60,test,52,7,13.109500003338326,9.617700001399498,1.720100008242298,0.28670000028796494,0.0014999968698248267,1.21489999582991,0.29039999935775995,1.2545999998110346,0.7247000030474737,9,1,1,7,keyboard_typo_candidate|punctuation_delete_replace,dictionary
61,test,36,7,55.40130000008503,51.99220000213245,48.05190001206938,0.27209999825572595,0.0013000026228837669,1.0559000002103858,0.2592000018921681,1.4497000011033379,0.6371999988914467,10,2,0,7,capitalization_sentence_start|dictionary_fuzzy,dictionary
62,test,41,7,34.80609999678563,31.43409999756841,26.56879999267403,0.3020000003743917,0.0012999953469261527,1.0583000039332546,0.26390000130049884,1.4040000023669563,0.6382999999914318,10,2,1,7,double_consonant_candidate|final_punctuation_default|keyboard_typo_candidate,dictionary
63,test,57,10,28.57699999731267,24.22159999696305,11.882999999215826,0.36109999928157777,0.0012000018614344299,1.4948999960324727,0.294400000711903,1.6753000018070452,0.8837000059429556,13,2,1,10,final_punctuation_default|keyboard_typo_candidate|missing_letter_candidate,dictionary
64,test,42,6,102.01240000606049,98.51630000048317,94.6482000144897,0.29630000062752515,0.0011000010999850929,1.109699995140545,0.2651000031619333,1.4719000027980655,0.6409999914467335,10,4,0,6,dictionary_fuzzy|missing_letter_candidate,dictionary
65,test,35,8,53.459599999769125,49.93960000138031,43.87149999092799,0.3108000018983148,0.0013999961083754897,1.1798999985330738,0.26449999859323725,1.3951000000815839,0.6719000084558502,10,1,0,8,capitalization_sentence_start|dictionary_fuzzy,dictionary
66,test,47,9,52.92100000224309,48.48839999613119,42.838199995458126,0.3642999945441261,0.0013999961083754897,1.4814999958616681,0.35519999801181257,1.7630000002100132,0.8245999997598119,13,2,0,9,capitalization_sentence_start|dictionary_fuzzy|pattern_чя_ча,dictionary
